line,src_span_toks,tgt_span_toks,src_span_start,src_span_end,tgt_span_start,tgt_span_end
1495,"['several', 'years']","['几', '年']",1,2,5,6
1495,"['Tumen', 'River']","['图', '们', '江']",18,19,15,17
1495,"['the', 'United', 'Nations', 'Development', 'and', 'Planning', 'Office']",['署'],4,10,4,4
1495,['Russia'],['俄'],31,31,27,27
1495,['China'],['中'],29,29,26,26
1495,"['North', 'Korea']","['中', '俄']",33,34,26,27
1496,"['the', 'Russian', 'Tumen', 'River', 'Region', 'Negotiation', 'Conference']",['会'],5,11,20,20
1496,['Vladivostok'],"['海', '参', '崴']",17,17,5,7
1497,"['100', 'million', 'US', 'dollars']","['一', '亿', '美', '元']",11,14,17,20
1497,"['South', 'Korean']","['韩', '国']",4,5,4,5
1497,['Huichun'],"['珲', '春']",16,16,11,12
1499,"['Henan', 'Province']","['河', '南', '省']",3,4,3,5
1501,"['3', '%']",['三'],22,23,35,35
1501,"['3.2', '%']","['三', '点', '二']",10,11,18,20
1501,['1997'],['年'],13,13,8,8
1501,['1996'],['率'],34,34,46,46
1501,['1998'],['年'],25,25,28,28
1502,"['the', 'United', 'Nations']","['联', '合', '国']",10,12,5,7
1502,['67'],['个'],36,36,72,72
1502,['1993'],['家'],39,39,74,74
1502,['1993'],['年'],14,14,13,13
1502,['1998'],['，'],27,27,50,50
1502,['120'],['１'],31,31,53,53
1502,['131'],['个'],22,22,38,38
1502,['1997'],['年'],34,34,57,57
1502,['143'],['个'],6,6,23,23
1503,"['2.5', '%']","['二', '点']",35,36,56,57
1503,"['2.6', '%']","['二', '点']",15,16,28,29
1503,"['2.4', '%']","['二', '点']",25,26,39,40
1503,['1998'],['五'],38,38,58,58
1503,['1997'],['，'],18,18,31,31
1504,"['5', '%']",['五'],23,24,45,45
1504,"['5.7', '%']",['五'],12,13,45,45
1504,['1997'],['年'],1,1,9,9
1504,['1996'],['率'],15,15,30,30
1504,['1998'],['五'],26,26,45,45
1505,['first'],['一'],7,7,31,31
1505,"['1.7', '%']","['一', '点']",30,31,47,48
1505,"['3.25', '%']","['三', '点']",38,39,63,64
1505,['1997'],['年'],4,4,8,8
1505,['1998'],['年'],41,41,55,55
1506,"['9.4', '%']","['九', '点']",11,12,22,23
1506,"['7', '%']",['七'],34,35,59,59
1506,"['5.3', '%']","['五', '点']",23,24,36,37
1506,['1997'],['年'],14,14,12,12
1506,['1998'],['。'],37,37,60,60
1506,['1996'],['年'],26,26,32,32
1508,"['4.3', 'billion', 'yuan']","['四', '十', '三', '亿', '元']",10,12,11,15
1508,['first'],['先'],22,22,25,25
1508,"['100,000']","['十', '万']",28,28,30,31
1508,"['150,000']","['十', '五', '万']",45,45,57,59
1508,"['240,000']","['二', '十', '四', '万']",49,49,64,67
1508,"['180,000']","['十', '八', '万']",31,31,37,39
1508,"['the', 'end', 'of', '2001']",['至'],36,39,47,47
1508,"['the', 'end', 'of', '1999']","['至', '一', '九', '九', '九']",15,18,17,21
1510,['China'],['国'],17,17,10,10
1510,"['the', 'same', 'period', 'last', 'year']","['今', '年']",2,6,2,3
1510,"['27.01', '%']","['七', '点']",43,44,61,62
1510,['November'],['月'],30,30,8,8
1511,['three'],['三'],4,4,5,5
1511,"['Sino', '-', 'foreign']","['中', '外']",18,20,16,17
1511,"['Sino', '-', 'foreign']","['中', '外']",12,14,11,12
1511,"['8,484']",['八'],42,42,51,51
1511,"['4.12', '%']","['四', '点']",37,38,45,46
1512,"['30', '%']","['三', '十', '以', '上']",11,12,17,20
1512,"['the', 'same', 'period', 'last', 'year']",['年'],14,18,8,8
1513,"['205', 'million', 'US', 'dollars']","['五', '亿', '美', '元']",13,16,23,26
1513,"['311', 'million', 'US', 'dollars']","['一', '亿', '美', '元']",18,21,31,34
1513,"['the', 'same', 'period', 'last', 'year']",['年'],34,38,38,38
1513,"['61.98', '%']","['六', '十', '一', '点']",29,30,56,59
1513,"['14.53', '%']","['四', '点']",26,27,48,49
1515,['China'],['中'],10,10,0,0
1515,['53'],['五'],1,1,2,2
1516,"['last', 'year']","['去', '年']",1,2,1,2
1516,"['4.3', 'billion', 'US', 'dollars']","['四', '十', '三', '亿', '美']",48,51,50,54
1516,['China'],['中'],23,23,6,6
1516,"['230', 'billion', 'yuan']","['百', '亿', '元']",25,27,27,29
1516,"['23.8', 'billion', 'yuan']","['八', '亿', '元']",36,38,40,42
1516,['tens'],['十'],56,56,65,65
1517,"['than', '1', 'billion', 'yuan']","['超', '十', '亿', '元']",38,41,41,44
1517,"['100', 'million', 'yuan']","['十', '亿', '元']",26,28,42,44
1517,['42'],['，'],30,30,38,38
1517,['405'],['，'],20,20,23,23
1518,"['recent', 'years']","['近', '年']",1,2,0,1
1518,['China'],['中'],12,12,4,4
1520,['India'],['印'],27,27,35,35
1520,['Africa'],['非'],29,29,38,38
1520,['China'],['中'],25,25,32,32
1521,['US'],['美'],16,16,18,18
1521,['second'],['二'],19,19,25,25
1521,"['more', 'than', '20', 'million']","['两', '千', '多', '万']",5,8,5,8
1521,['China'],['中'],11,11,0,0
1522,['India'],['印'],36,36,46,46
1522,['Africa'],['非'],38,38,49,49
1522,['China'],['中'],34,34,43,43
1522,"['the', '21st', 'century']","['二', '十', '一', '世', '纪']",21,23,29,33
1525,['Taiwan'],['湾'],8,8,6,6
1525,"['the', 'Taiwan', 'Straits']","['政', '治', '谈', '判']",35,37,26,29
1526,"['Hong', 'Kong']","['香', '港']",5,6,0,1
1527,"['Hong', 'Kong']","['香', '港']",3,4,5,6
1528,['Chinese'],['中'],17,17,18,18
1529,['Taiwan'],['台'],8,8,3,3
1530,['Taiwanese'],"['台', '湾']",2,2,4,5
1530,['Straits'],['岸'],29,29,24,24
1532,"['5', 'years', 'ago']","['五', '年', '前']",19,21,10,12
1532,"['17.9', '%']","['三', '十', '一', '点']",16,17,27,30
1532,"['31.5', '%']","['七', '点']",6,7,18,19
1533,['Shanghai'],['海'],2,2,4,4
1533,"['South', 'Africa']","['南', '非']",26,27,39,40
1533,"['Southeast', 'Asia']","['东', '南', '亚']",14,15,25,27
1533,"['Latin', 'America']","['大', '洋', '洲']",19,20,29,31
1533,['Shanghai'],['海'],35,35,44,44
1533,"['the', 'Middle', 'East']","['、', '中', '东']",22,24,35,37
1533,['Oceania'],['亚'],17,17,27,27
1533,['205'],['五'],8,8,10,10
1534,['Shanghai'],['海'],2,2,4,4
1534,['6'],['六'],5,5,39,39
1534,['Shanghai'],['海'],29,29,4,4
1535,['Pudong'],['东'],10,10,6,6
1536,['Shanghai'],['海'],10,10,9,9
1536,"['the', 'past', '5', 'years']",['年'],5,8,5,5
1536,"['the', 'East', 'China', 'Export', 'Goods', 'Trade', 'Fair']",['会'],31,37,37,37
1538,"['200', 'million', 'US', 'dollars']","['两', '亿', '美', '元']",39,42,66,69
1538,['6'],['六'],19,19,32,32
1538,['Shanghai'],['海'],6,6,7,7
1538,['218'],['六'],9,9,32,32
1538,['260'],['六'],33,33,32,32
1540,['US'],['美'],8,8,4,4
1540,"['Silicon', 'Valley']","['硅', '谷']",9,10,7,8
1540,['Taiwan'],['台'],54,54,65,65
1540,['Motorola'],['摩'],30,30,34,34
1540,['Ericsson'],['信'],39,39,45,45
1540,['Chaozhou'],['谷'],3,3,8,8
1540,['China'],['中'],32,32,38,38
1541,"['370,000', 'square', 'meters']","['万', '平', '方', '米']",20,22,29,32
1541,"['1.8', 'billion', 'yuan']","['十', '八', '亿', '元']",13,15,17,20
1541,['Shangtou'],"['汕', '头']",3,3,3,4
1542,"['Shantou', 'City']","['汕', '头', '市']",5,6,5,7
1542,"['more', 'than', '10']","['了', '十']",12,14,14,15
1544,"['this', 'year']","['今', '年']",24,25,30,31
1544,"['100', 'million', 'yuan']","['一', '亿', '元']",30,32,38,40
1544,"['20', 'million', 'yuan']","['两', '千', '万', '元']",17,19,24,27
1544,"['recent', 'years']","['近', '年']",6,7,7,8
1544,"['Nanning', 'City']","['南', '宁', '市']",12,13,10,12
1545,"['Nanning', 'City']","['南', '宁', '市']",3,4,9,11
1545,['three'],['三'],9,9,43,43
1545,['1995'],['，'],1,1,8,8
1545,['12'],['十'],50,50,69,69
1545,"['more', 'than', '20']","['二', '十', '多']",12,14,48,50
1545,"['more', 'than', '30']","['二', '十', '多']",57,59,48,50
1546,"['Nanning', 'City']","['南', '宁', '市']",4,5,3,5
1546,"['10', 'square', 'meters']","['十', '平', '方', '米']",38,40,70,73
1546,"['the', 'year', '2000']","['年', '，']",18,20,30,31
1546,"['32', '%']","['十', '平', '方', '米']",32,33,70,73
1546,"['37', '%']","['覆', '盖', '率']",27,28,36,38
1548,['Chinese'],['中'],13,13,11,11
1548,['US'],['美'],1,1,0,0
1549,['Shanghai'],['海'],17,17,14,14
1549,"['more', 'than', '20', 'million', 'US', 'dollars']","['千', '多', '万', '美', '元']",10,15,20,24
1549,"['Squibb', '-LRB-', 'Shanghai', '-RRB-', 'Pharmaceutical', 'Company', ',', 'Ltd.']",['司'],22,29,38,38
1549,"['the', 'Asia', '-', 'Pacific', 'region']","['亚', '太', '地']",37,41,44,46
1550,['Shanghai'],['海'],24,24,27,27
1550,['China'],['中'],21,21,22,22
1550,['China'],['中'],36,36,22,22
1551,['Shanghai'],['海'],27,27,29,29
1551,"['the', 'Shanghai', 'Foreign', 'Investment', 'Working', 'Committee']",['会'],3,8,12,12
1551,"['4.89', 'billion', 'US', 'dollars']","['九', '亿', '美', '元']",32,35,47,50
1551,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['至', '今', '年']",12,18,20,22
1551,"['17', '%']",['七'],39,40,66,66
1552,['Shanghai'],['海'],14,14,15,15
1552,['1/4'],['四'],45,45,67,67
1552,"['the', 'end', 'of', 'this', 'century']","['，', '力', '争', '本', '世']",62,66,48,52
1553,['China'],['中'],13,13,4,4
1554,"['Yangtze', 'River', 'Valley']","['江', '流', '域']",5,7,20,22
1554,['Shanghai'],['海'],12,12,14,14
1554,['Pudong'],"['浦', '东']",1,1,7,8
1555,['Shanghai'],['沪'],14,14,11,11
1555,"['80', '%']","['百', '分', '之', '八', '十']",16,17,20,24
1556,['first'],['首'],6,6,13,13
1557,"['500', 'million', 'US', 'dollars']","['五', '亿', '美', '元']",28,31,32,35
1557,['Mitsubishi'],['菱'],13,13,7,7
1557,"['the', 'New', 'Pudong', 'Area']","['在', '浦', '东', '新', '区']",1,4,0,4
1557,"['Matsushita', 'Electric', 'Industrial']","['松', '下', '电', '工']",17,19,12,15
1557,['Sharp'],['普'],21,21,18,18
1557,['Sumitomo'],"['住', '友']",15,15,9,10
1557,"['more', 'than', '10']",['十'],6,8,20,20
1559,['Chinese'],['中'],8,8,11,11
1559,['China'],['中'],20,20,58,58
1559,['third'],['技'],33,33,41,41
1561,['Qinghai'],"['青', '海']",34,34,34,35
1562,"['about', '400', 'million', 'yuan']","['仅', '四', '亿', '元']",36,39,41,44
1562,['China'],['国'],27,27,21,21
1562,['Xining'],"['西', '宁']",7,7,0,1
1562,"['the', '46', 'years']","['的', '四', '十', '六', '年']",19,21,30,34
1562,['1995'],['一'],29,29,25,25
1563,"['the', 'past', 'two', 'years']","['两', '年']",1,4,1,2
1563,['Xining'],"['西', '宁']",25,25,14,15
1564,"['Mojia', 'street']","['莫', '家', '街']",4,5,12,14
1564,"['50', 'million', 'yuan']","['五', '千', '万', '元']",35,37,27,30
1564,"['Hong', 'Kong']",['港'],31,32,23,23
1565,"['Xining', 'city']","['西', '宁', '市']",46,47,36,38
1565,"['1.5', 'million', 'tons']","['十', '五', '万', '吨']",28,30,24,27
1565,['sixth'],['六'],6,6,1,1
1565,"['20', 'million', 'yuan']","['两', '千', '万', '元']",14,16,13,16
1567,['first'],['一'],7,7,13,13
1567,"['Jinchuan', 'Company']","['金', '川', '公', '司']",3,4,6,9
1567,['1964'],['，'],1,1,5,5
1568,"['Jinchuan', 'company']","['金', '川', '公', '司']",36,37,30,33
1568,['hundreds'],['数'],7,7,21,21
1568,['China'],['中'],27,27,5,5
1568,['Jinchuan'],['川'],58,58,47,47
1568,"['the', 'span', 'of', '19', 'years']",['年'],1,5,2,2
1568,"['more', 'than', '50']","['数', '百']",13,15,21,22
1569,['139'],['一'],27,27,36,36
1569,['599'],['九'],10,10,12,12
1569,['186'],['一'],17,17,21,21
1569,['11'],['十'],39,39,57,57
1570,['7'],['七'],14,14,22,22
1570,"['Jinchuan', 'Company']","['金', '川', '公', '司']",8,9,5,8
1570,['14'],['四'],17,17,28,28
1570,"['more', 'than', '10']",['十'],45,47,61,61
1570,"['26.5', '%']","['十', '多', '倍']",31,32,61,63
1571,"['the', 'Jinchuan', 'Company']","['，', '金', '川', '公', '司']",34,36,41,45
1571,['Chinese'],['中'],14,14,12,12
1571,['second'],['二'],3,3,29,29
1571,['Jinchuan'],"['金', '川']",7,7,27,28
1571,"['2.66', 'billion', 'yuan']","['六', '亿', '元']",21,23,7,9
1571,['1988'],['川'],10,10,28,28
1573,['Chinese'],['中'],1,1,0,0
1573,"['about', '3', 'years']","['三', '年']",10,12,11,12
1573,"['the', 'end', 'of', 'this', 'century']","['到', '本', '世']",48,52,55,57
1574,"['3', '-', 'year']","['三', '年']",16,18,12,13
1574,"['the', 'State', 'Council']","['，', '国', '务', '院']",2,4,2,5
1576,['China'],['中'],7,7,6,6
1576,"['more', 'than', '300,000']","['三', '十', '多', '万']",9,11,14,17
1576,"['14,500']","['三', '十', '多', '万']",18,18,14,17
1579,"['last', 'year']","['去', '年']",32,33,26,27
1579,['27'],['七'],11,11,9,9
1580,"['23', 'million', 'tons']","['三', '百', '万', '吨']",23,25,32,35
1580,"['27.2', 'million', 'tons']","['十', '万', '吨']",11,13,19,21
1580,"['12', '%']","['二', '千', '三', '百', '万']",29,30,30,34
1582,"['31.8', 'billion', 'yuan']","['八', '亿', '元']",9,11,17,19
1582,['15'],['十'],22,22,32,32
1584,['48'],['四'],10,10,10,10
1584,"['15', 'billion', 'yuan']","['十', '亿', '元']",23,25,34,36
1585,"['15', 'billion', 'US', 'dollars']","['一', '百', '五', '十', '亿']",20,23,29,33
1585,"['34', 'billion', 'US', 'dollars']","['四', '十', '亿', '美', '元']",45,48,59,63
1585,"['this', 'year']","['今', '年']",13,14,6,7
1585,"['last', 'year']","['去', '年']",55,56,66,67
1585,"['10.7', '%']","['十', '点']",52,53,73,74
1585,"['the', 'same', 'period', 'last', 'year']","['，', '全', '年']",30,34,47,49
1585,"['21', '%']","['一', '百', '五', '十', '亿']",27,28,29,33
1586,"['16', 'billion', 'US', 'dollars']","['十', '亿', '美', '元']",6,9,12,15
1586,"['97', '%']","['九', '十', '七']",19,20,31,33
1588,['Ningbo'],"['宁', '波']",14,14,5,6
1589,"['over', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",6,10,8,12
1589,['1993'],['，'],1,1,7,7
1589,"['tens', 'and', 'twenties']","['十', '几', '个']",17,19,27,29
1590,['Beilun'],"['北', '仑']",3,3,0,1
1592,['China'],['国'],24,24,23,23
1592,"['the', 'end', 'of', 'November', 'of', 'this', 'year']","['止', '今', '年']",16,22,14,16
1592,"['302,464']",['四'],31,31,46,46
1592,"['the', 'Ministry', 'of', 'Foreign', 'Economy', 'and', 'Trade']","['外', '经', '贸']",4,10,2,4
1593,['China'],['国'],3,3,4,4
1593,"['more', 'than', '170']","['一', '百', '七', '十', '多']",20,22,27,31
1594,['Japan'],['日'],38,38,47,47
1594,"['Hong', 'Kong']","['香', '港']",33,34,41,42
1594,['ten'],['十'],21,21,30,30
1594,['France'],['法'],53,53,72,72
1594,['Korea'],['韩'],44,44,57,57
1594,['Germany'],['德'],48,48,63,63
1594,['US'],['美'],40,40,50,50
1594,['Taiwan'],['台'],36,36,44,44
1594,['Singapore'],['坡'],42,42,55,55
1594,['UK'],['英'],46,46,60,60
1594,['China'],['中'],30,30,22,22
1594,"['Virgin', 'Islands']",['岛'],50,51,70,70
1594,['first'],['前'],20,20,29,29
1594,"['the', 'end', 'of', 'September', 'of', 'this', 'year']","['至', '到', '今', '年']",1,7,1,4
1595,"['Hong', 'Kong']","['香', '港']",3,4,2,3
1595,"['over', '55', '%']","['五', '十', '五', '以', '上']",21,23,36,40
1597,['China'],['中'],21,21,22,22
1597,"['the', 'State', 'Planning', 'Commission']","['国', '家', '计', '委']",4,7,0,3
1599,"['the', 'State', 'Taxation', 'Administration']","['国', '家', '税', '务', '总']",3,6,0,4
1599,"['next', 'year']","['明', '年']",11,12,15,16
1600,['two'],['两'],34,34,32,32
1600,['China'],['中'],15,15,10,10
1600,"['Sino', '-', 'foreign']","['中', '外']",7,9,14,15
1601,['China'],['国'],8,8,10,10
1601,"['about', '200', 'billion', 'US', 'dollars']","['约', '二', '千', '亿', '美']",26,30,34,38
1601,"['over', '300,000']","['逾', '三', '十', '万']",12,13,22,25
1602,"['over', '20', '%']","['的', '二', '成']",7,9,15,17
1603,['China'],['国'],7,7,11,11
1606,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['，', '中']",10,16,8,9
1606,['17'],['七'],23,23,26,26
1606,"['1.4', 'billion', 'yuan', 'RMB']","['十', '四', '亿', '元']",38,41,52,55
1606,"['Bank', 'of', 'China']","['银', '行', '就', '与', '中']",27,29,14,18
1606,['24'],['七'],18,18,26,26
1606,"['the', 'first', 'eleven', 'months', 'of', 'this', 'year', 'alone']",['仅'],1,8,0,0
1607,"['the', 'Import', 'and', 'Export', 'Bank', 'of', 'China']","['，', '中']",4,10,2,3
1609,['today'],['今'],33,33,28,28
1609,['second'],['二'],18,18,6,6
1609,['China'],['中'],88,88,76,76
1609,"['4.02', 'billion', 'yuan']","['四', '十', '点', '二', '亿']",65,67,68,72
1609,"['the', 'Yangtze', 'River', 'Three', 'Gorges', 'Development', 'Corporation', 'of', 'China']",['国'],35,43,32,32
1609,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",56,59,54,57
1609,"['the', 'Three', 'Gorges', 'Project']",['程'],22,25,5,5
1609,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']",['司'],45,50,52,52
1609,"['the', 'Yangtze', 'River']","['江', '三', '峡']",27,29,1,3
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",50,53,60,63
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工', '程']",37,40,43,46
1610,['three'],['三'],27,27,25,25
1610,"['the', 'Three', 'Gorges', 'Project']","['三', '峡', '工']",6,9,2,4
1610,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']",['司'],11,16,18,18
1611,['second'],['二'],73,73,86,86
1611,['second'],['二'],68,68,81,81
1611,['first'],['一'],52,52,62,62
1611,"['nearly', '10', 'billion', 'yuan']","['近', '百', '亿', '元']",26,29,31,34
1611,"['the', 'Yangtze', 'River', 'Bridge']","['大', '桥']",39,42,53,54
1611,"['the', 'Property', 'Insurance', 'Company', 'of', 'PICC']",['司'],4,9,13,13
1611,"['the', 'Three', 'Gorges', 'Project']",['程'],20,23,19,19
1611,['Xiling'],"['西', '陵']",44,44,49,50
1612,['second'],['二'],5,5,8,8
1612,"['the', 'Three', 'Gorges', 'Project']","['程', '二', '期', '工', '程']",9,12,7,11
1613,"['the', 'Three', 'Gorges', 'Development', 'Corporation']",['司'],11,15,6,6
1614,['today'],['天'],6,6,3,3
1614,"['the', 'Property', 'Insurance', 'Company', 'of', 'China', 'Insurance']",['司'],36,42,58,58
1617,"['30.7', 'billion', 'yuan']","['七', '亿', '元']",37,39,48,50
1617,"['the', 'end', 'of', 'November']","['到', '十', '一', '月']",1,4,0,3
1617,"['41.9', 'billion', 'yuan']","['九', '亿', '元']",21,23,26,28
1621,"['recent', 'years']","['近', '几', '年']",8,9,7,9
1621,"['Guangdong', 'Province']","['广', '东', '省']",5,6,0,2
1622,"['recent', 'years']","['近', '年']",1,2,0,1
1624,"['recent', 'years']","['近', '年']",1,2,0,1
1624,['seven'],['七'],17,17,38,38
1624,"['Guangdong', 'Province']","['广', '东', '省']",4,5,4,6
1624,"['the', 'Zhujiang', 'Delta']",['洲'],8,10,12,12
1625,['3'],['三'],29,29,33,33
1625,['Guangdong'],['广'],3,3,3,3
1625,['6'],['六'],6,6,17,17
1625,['Guangzhou'],['州'],20,20,9,9
1625,['Shenzhen'],"['深', '圳']",24,24,14,15
1625,"['2,580']","['二', '千']",43,43,46,47
1625,['Zhongshan'],"['中', '山']",22,22,11,12
1625,['315'],['三'],48,48,62,62
1627,"['the', 'CR', 'Company']","['，', 'Ｃ', 'Ｒ', '公', '司']",6,8,4,8
1627,"['April', 'of', 'last', 'year']",['年'],1,4,1,1
1627,"['5', '%']",['五'],23,24,32,32
1628,"['First', 'National', 'Bank']","['第', '一', '国', '民', '银']",30,32,40,44
1628,"['Qihuan', 'Duan']","['段', '祺', '华', '律', '师']",4,5,0,4
1629,['two'],['双'],1,1,2,2
1629,"['1.7', 'million', 'US', 'dollars']","['一', '百', '七', '十', '万']",8,11,5,9
1630,"['recent', 'years']","['近', '年']",1,2,0,1
1630,"['nearly', '10', 'million', 'US', 'dollars']","['近', '千', '万', '美', '元']",24,28,41,45
1630,['ten'],['十'],12,12,19,19
1632,"['20', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",19,22,20,24
1632,['first'],['首'],25,25,16,16
1632,"['20.212', 'billion', 'US', 'dollars']","['二', '百', '亿', '美', '元']",29,32,20,24
1632,"['13.96', 'billion', 'US', 'dollars']","['六', '亿', '美', '元']",38,41,48,51
1632,"['the', 'end', 'of', 'November', 'of', 'this', 'year']",['年'],1,7,1,1
1632,"['the', 'same', 'period', 'last', 'year']",['年'],54,58,55,55
1632,"['17.95', '%']","['七', '点', '九', '五']",50,51,76,79
1632,"['21.93', '%']","['二', '十', '一', '点']",47,48,65,68
1633,"['Jiangsu', 'Province']","['江', '苏', '省']",4,5,4,6
1633,"['recent', 'years']","['近', '年']",1,2,0,1
1634,"['Jiangsu', 'Province']","['江', '苏', '省']",10,11,8,10
1634,"['the', 'past', 'five', 'years']","['近', '五', '年']",5,8,4,6
1634,"['more', 'than', '80', 'billion', 'yuan']","['八', '百', '多', '亿', '元']",36,40,55,59
1635,['Jiangsu'],"['江', '苏']",12,12,15,16
1636,"['7.694', 'billion', 'US', 'dollars']","['四', '亿', '美', '元']",24,27,37,40
1636,"['January', 'to', 'November']","['月', '份']",1,3,4,5
1636,['1819'],['，'],9,9,6,6
1637,"['5.934', 'billion', 'US', 'dollars']","['四', '亿', '美', '元']",19,22,30,33
1637,"['more', 'than', '10', 'million', 'US', 'dollars']","['一', '千', '万', '美', '元']",5,10,3,7
1637,"['82.4', '%']","['八', '十', '二', '点']",30,31,52,55
1637,"['12.6', '%']","['十', '二', '点']",27,28,44,46
1637,['213'],['个'],12,12,19,19
1639,"['recent', 'years']","['近', '几', '年']",41,42,57,59
1639,"['1.234', 'billion', 'US', 'dollars']","['三', '四', '亿', '美', '元']",15,18,25,29
1639,['234'],['四'],5,5,6,6
1639,"['the', 'same', 'period', 'last', 'year']","['几', '年']",29,33,58,59
1639,"['26', '%']","['二', '十', '六']",22,23,43,45
1639,"['119', '%']","['百', '分']",25,26,47,48
1640,['half'],['半'],56,56,66,66
1640,"['the', 'Kunshan', 'Economic', 'and', 'Technological', 'Development', 'Zone']",['区'],24,30,25,25
1640,"['the', 'Zhangjiagang', 'Tariff', '-', 'free', 'Zone']",['区'],33,38,32,32
1640,"['the', 'Suzhou', 'Industrial', 'Zone']",['区'],19,22,25,25
1640,['eleven'],['十'],4,4,34,34
1640,['China'],['国'],13,13,37,37
1640,['Singapore'],['港'],15,15,29,29
1641,"['the', 'same', 'period', 'last', 'year']","['去', '年']",40,44,44,45
1641,"['January', 'to', 'November']","['一', '到', '十']",1,3,0,2
1641,"['more', 'than', '30', '%']","['百', '分', '之', '三', '十']",34,37,50,54
1643,"['fifty', 'percent']","['五', '成']",40,41,42,43
1643,['Shaanxi'],"['陕', '西']",6,6,0,1
1643,"['over', 'ninety', 'percent']","['的', '九', '成']",9,11,14,16
1643,"['more', 'than', 'thirty', 'percent']","['的', '三', '成']",27,30,29,31
1651,"['1.6', 'billion', 'US', 'dollars']","['十', '六', '亿', '美', '元']",34,37,43,47
1651,"['4', 'billion', 'US', 'dollars']","['四', '十', '多', '亿', '美']",24,27,28,32
1651,"['Shaanxi', 'Province']","['陕', '西', '省']",5,6,0,2
1651,"['more', 'than', '2400']","['达', '二']",11,13,13,14
1652,['five'],['五'],10,10,11,11
1652,['first'],['首'],7,7,15,15
1652,['China'],['中'],16,16,7,7
1653,['Shaanxi'],"['陕', '西']",16,16,21,22
1653,"['more', 'than', '50']","['五', '十', '多']",6,8,7,9
1654,"['the', 'Luoluo', 'Corp.']","['国', '大', '宇', '公', '司']",10,12,16,20
1654,['Germany'],['德'],28,28,22,22
1654,"['the', 'Daewoo', 'Corp.']","['国', '大', '宇', '公', '司']",17,19,16,20
1654,"['the', 'Siemens', 'Corp.']","['国', '大', '宇', '公', '司']",24,26,16,20
1654,['Shaanxi'],"['陕', '西']",46,46,49,50
1654,['US'],['美'],8,8,0,0
1654,"['the', 'Intel', 'Corp.']","['国', '罗', '罗', '公', '司']",4,6,9,13
1654,['UK'],['英'],15,15,8,8
1654,"['South', 'Korea']",['韩'],21,22,15,15
1654,"['the', 'MEP', 'Corp.']","['国', '大', '宇', '公', '司']",30,32,16,20
1654,['Holland'],['荷'],34,34,30,30
1656,"['Hong', 'Kong']","['香', '港']",4,5,5,6
1658,"['600,000', 'ton']","['万', '吨']",3,4,19,20
1658,"['State', 'Council']","['国', '务', '院']",24,25,26,28
1658,"['Yangpu', 'Development', 'Zone']","['洋', '浦', '开', '发', '区']",18,20,3,7
1658,['one'],['一'],9,9,15,15
1659,['first'],['首'],1,1,0,0
1659,"['the', 'Jindao', 'Refined', 'Rice', 'Processing', 'Factory']",['厂'],8,13,16,16
1659,"['the', 'end', 'of', 'last', 'year']","['于', '去', '年']",22,26,18,20
1660,['three'],['三'],2,2,6,6
1661,"['7', 'billion', 'US', 'dollars']","['七', '十', '亿', '美', '元']",40,43,46,50
1661,"['more', 'than', 'twenty']","['二', '十']",7,9,21,22
1662,"['4', 'billion', 'HK', 'dollars']","['四', '十', '亿', '港', '元']",10,13,14,18
1662,"['the', 'past', 'five', 'years']","['过', '去', '五', '年']",1,4,0,3
1665,"['the', 'year']","['全', '年']",3,4,0,1
1670,"['12.5', '%']",['五'],32,33,50,50
1670,"['31.1', '%']","['三', '十', '一', '点']",29,30,38,41
1671,['Japan'],['日'],6,6,8,8
1671,"['Hong', 'Kong']","['香', '港']",8,9,11,12
1671,['Russia'],['俄'],24,24,30,30
1671,['EU'],['欧'],15,15,17,17
1671,['US'],['美'],12,12,14,14
1671,['Taiwan'],['台'],20,20,23,23
1671,['Singapore'],['坡'],22,22,28,28
1671,['Australia'],['澳'],26,26,34,34
1671,"['South', 'Korea']","['韩', '国']",17,18,20,21
1671,['Indonesia'],['尼'],28,28,40,40
1671,['10'],['十'],1,1,0,0
1673,['Jiangsu'],"['江', '苏']",17,17,19,20
1673,['Beijing'],['京'],25,25,32,32
1673,['Shanghai'],['海'],15,15,17,17
1673,['Tianjin'],"['天', '津']",29,29,37,38
1673,['Zhejiang'],['浙'],23,23,28,28
1673,['Shandong'],['东'],19,19,23,23
1673,['Fujian'],['建'],21,21,26,26
1673,['Guangdong'],['广'],13,13,13,13
1673,['Liaoning'],"['辽', '宁']",27,27,34,35
1673,['Hebei'],"['天', '津', '、', '河', '北']",31,31,37,41
1673,['ten'],['十'],2,2,6,6
1674,['ten'],['十'],1,1,0,0
1674,"['162.19', 'billion', 'US', 'dollars']","['九', '亿', '美', '元']",7,10,15,18
1674,"['88.8', '%']","['百', '分']",14,15,24,25
